Pruning,Susceptibility_to_nonR6_Strains,Area_nonR6,Mildew_may,First_spray_date,Interval,Initial_interval_after_change,Disease_incidence,Degree_centrality,Annual_costs,Synthetic,Nonsynthetic,Mixture
1,0,0.491333538,0,93,15,15,0.24,0.477366278,473.8702568,0,6,2
1,0,0.491333538,0,93,8,8,0.24,0.477366278,473.8702568,0,6,2
2,4,0.508666462,0,122,7,0,0.01,0.354242072,213.3182608,0,6,0
2,4,0.508666462,0,122,13,0,0.01,0.354242072,213.3182608,0,6,0
2,4,0.508666462,0,122,14,0,0.005,0.354242072,213.3182608,0,6,0
2,4,0.508666462,0,122,16,0,0.005,0.354242072,213.3182608,0,6,0
1,0,0.491333538,0,121,9,0,0.015,0.543813204,749.7820235,0,5,2
1,0,0.491333538,0,121,13,0,0.015,0.543813204,749.7820235,0,5,2
1,0,0.491333538,0,121,14,14,0.265,0.543813204,749.7820235,0,5,2
1,0,0.491333538,0,121,14,14,0.265,0.543813204,749.7820235,0,5,2
1,0,0.491333538,0,121,6,6,0.265,0.543813204,749.7820235,0,5,2
5,3,0.508666462,0,121,8,0,0,0.477162239,187.478612,0,5,0
5,3,0.508666462,0,121,13,0,0,0.477162239,187.478612,0,5,0
5,3,0.508666462,0,121,15,0,0.1,0.477162239,187.478612,0,5,0
5,3,0.508666462,0,121,13,0,0.1,0.477162239,187.478612,0,5,0
5,3,0.508666462,0,122,7,0,0,0.485947395,183.6254582,0,6,0
5,3,0.508666462,0,122,10,0,0,0.485947395,183.6254582,0,6,0
5,3,0.508666462,0,122,18,0,0,0.485947395,183.6254582,0,6,0
5,3,0.508666462,0,122,14,0,0,0.485947395,183.6254582,0,6,0
2,0,0.491333538,0,89,32,0,0,0.449476262,614.3570698,0,6,2
2,0,0.491333538,0,89,8,0,0.005,0.449476262,614.3570698,0,6,2
2,0,0.491333538,0,89,13,0,0.005,0.449476262,614.3570698,0,6,2
2,0,0.491333538,0,89,14,14,0,0.449476262,614.3570698,0,6,2
2,0,0.491333538,0,89,15,15,0,0.449476262,614.3570698,0,6,2
2,0,0.491333538,0,89,7,7,0,0.449476262,614.3570698,0,6,2
